City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,noumea,-22.2763,166.4572,24.99,71,76,5.38,NC,1675743870
366,amahai,-3.3333,128.9167,28.62,72,89,1.93,ID,1675743952
367,itarema,-2.9248,-39.9167,25.09,84,46,3.13,BR,1675743952
368,cockburn town,21.4612,-71.1419,25.59,76,2,6.89,TC,1675743953
369,hambantota,6.1241,81.1185,28.19,89,20,4.12,LK,1675743953
370,rawson,-43.3002,-65.1023,20.77,61,76,4.57,AR,1675743891
371,pelham,33.2857,-86.81,12.85,68,0,2.06,US,1675743953
372,yeppoon,-23.1333,150.7333,30.88,68,70,9.09,AU,1675743954
373,argelia,2.2556,-77.2488,17.57,97,100,0.25,CO,1675743954
374,lenexa,38.9536,-94.7336,9.94,66,0,6.17,US,1675743954
375,vyazma,55.2104,34.2951,-14.17,99,78,1.93,RU,1675743955
376,deputatskiy,69.3,139.9,-35.84,98,100,1.83,RU,1675743955
377,cap-aux-meules,47.3821,-61.8597,-6.99,93,100,7.72,CA,1675743956
378,flinders,-34.5833,150.8552,22.36,78,68,2.01,AU,1675743956
379,honningsvag,70.9821,25.9704,4.86,81,100,7.2,NO,1675743957
380,kambam,5.2505,96.8629,27.7,70,36,1.67,ID,1675743957
381,bagua grande,-5.7561,-78.4411,22.77,86,83,1.68,PE,1675743957
382,marathon,44.9,-89.7668,0.86,91,100,4.12,US,1675743958
383,launceston,-41.45,147.1667,25.9,31,5,4.12,AU,1675743958
384,jaru,-10.4389,-62.4664,22.57,97,100,0.92,BR,1675743958
385,erenhot,43.6475,111.9767,-6.65,73,83,2.77,CN,1675743960
386,maracaibo,10.6317,-71.6406,25.78,75,4,5.61,VE,1675743960
387,nouakchott,18.0858,-15.9785,15.96,37,59,7.05,MR,1675743864
388,eagle pass,28.7091,-100.4995,19.47,69,50,5.13,US,1675743961
389,hammerfest,70.6634,23.6821,6.25,81,20,7.72,NO,1675743962
390,suntar,62.1444,117.6319,-32.66,96,99,0.47,RU,1675743963
391,malanje,-9.5402,16.341,16.26,98,92,1.32,AO,1675743963
392,jacareacanga,-6.2222,-57.7528,22.75,98,100,0.21,BR,1675743964
393,shebalino,51.2917,85.6772,-5.43,83,100,2.38,RU,1675743964
394,eyrarbakki,63.863,-21.1481,-1.97,58,96,16.43,IS,1675743965
395,inhambane,-23.865,35.3833,23.99,94,75,5.66,MZ,1675743966
396,sebinkarahisar,40.2883,38.4236,-6.12,92,100,2.55,TR,1675743966
397,khandyga,62.6667,135.6,-35.18,93,100,0.09,RU,1675743967
398,roebourne,-20.7833,117.1333,35.24,38,6,4.95,AU,1675743967
399,pueblo,38.2545,-104.6091,2.26,55,0,0.0,US,1675743955
400,guerrero negro,27.9769,-114.0611,16.06,35,54,5.33,MX,1675743968
401,coaraci,-14.6408,-39.5511,21.62,94,42,0.69,BR,1675743970
402,dzhebariki-khaya,62.2167,135.8,-34.3,93,100,0.32,RU,1675743970
403,beloha,-25.1667,45.05,23.46,83,99,4.08,MG,1675743971
404,itoman,26.1247,127.6694,22.21,83,75,4.63,JP,1675743971
405,marsh harbour,26.5412,-77.0636,21.48,63,5,5.83,BS,1675743972
406,saint george,37.1041,-113.5841,7.33,52,0,6.69,US,1675743972
407,freeport,40.6576,-73.5832,2.99,70,0,7.2,US,1675743973
408,alihe,50.5667,123.7167,-12.43,70,21,1.15,CN,1675743974
409,umm lajj,25.0213,37.2685,18.5,52,100,5.59,SA,1675743974
410,port hardy,50.6996,-127.4199,7.1,100,100,0.0,CA,1675743975
411,port hedland,-20.3167,118.5667,37.03,39,66,4.63,AU,1675743975
412,beringovskiy,63.05,179.3167,-25.57,92,100,3.66,RU,1675743976
413,puerto escondido,15.85,-97.0667,25.46,73,0,0.0,MX,1675743977
414,puerto madryn,-42.7692,-65.0385,21.26,60,67,9.11,AR,1675743978
415,auki,-8.7676,160.7034,29.83,67,95,3.47,SB,1675743978
416,panzhihua,26.5851,101.7128,18.83,31,0,0.68,CN,1675743979
417,pacifica,37.6138,-122.4869,11.96,79,40,4.63,US,1675743889
418,placido de castro,-10.3353,-67.1856,21.76,98,98,0.93,BR,1675743980
419,hiranagar,32.45,75.2667,17.08,37,3,0.83,IN,1675743980
420,santana do livramento,-30.8908,-55.5328,21.53,54,27,1.7,BR,1675743981
421,keti bandar,24.1447,67.4497,22.9,55,3,2.04,PK,1675743981
422,dali,25.7,100.1833,14.93,26,1,2.69,CN,1675743982
423,san ramon de la nueva oran,-23.1322,-64.326,26.35,67,98,1.74,AR,1675743982
424,angren,41.0167,70.1436,2.77,59,2,3.57,UZ,1675743982
425,houma,29.5958,-90.7195,16.11,88,0,3.09,US,1675743983
426,saint-augustin,51.226,-58.6502,-24.83,86,7,3.53,CA,1675743983
427,chibombo,-14.6569,28.0706,17.46,98,99,1.11,ZM,1675743984
428,hovd,48.0056,91.6419,-14.2,82,22,1.07,MN,1675743984
429,jinchang,38.4953,102.1739,3.56,32,0,3.25,CN,1675743985
430,gold coast,-28.0,153.4333,30.5,63,98,7.72,AU,1675743869
431,qasigiannguit,68.8193,-51.1922,-18.86,98,100,2.49,GL,1675743985
432,gornyy,55.1153,83.9059,-10.27,93,98,4.98,RU,1675743986
433,fortuna,40.5982,-124.1573,6.51,91,100,0.0,US,1675743986
434,bonnyville,54.2668,-110.735,1.62,88,98,3.34,CA,1675743987
435,privolzhskiy,51.4,46.0333,-16.06,95,33,3.65,RU,1675743987
436,kununurra,-15.7667,128.7333,35.99,36,62,2.57,AU,1675743731
437,huarmey,-10.0681,-78.1522,22.06,85,46,2.6,PE,1675743988
438,dingle,10.9995,122.6711,28.47,71,98,5.67,PH,1675743956
439,kudahuvadhoo,2.6708,72.8944,27.32,70,100,3.36,MV,1675743988
440,palmer,42.1584,-72.3287,0.23,63,0,6.17,US,1675743989
441,komsomolskiy,40.4272,71.7189,3.4,81,5,2.06,UZ,1675743989
442,george,-33.963,22.4617,20.75,100,100,3.09,ZA,1675743918
443,nabire,-3.3667,135.4833,27.52,70,100,0.69,ID,1675743990
444,sharjah,25.3573,55.4033,18.99,94,1,1.54,AE,1675743823
445,el tigre,8.8875,-64.2454,23.06,75,30,6.16,VE,1675743991
446,ust-karsk,52.7011,118.8077,-15.49,86,79,1.19,RU,1675743991
447,hasaki,35.7333,140.8333,15.16,55,59,3.76,JP,1675743750
448,hofn,64.2539,-15.2082,1.65,84,59,18.24,IS,1675743991
449,itupiranga,-5.1347,-49.3267,23.18,97,97,0.44,BR,1675743992
450,slave lake,55.2834,-114.769,1.99,69,75,1.54,CA,1675743992
451,colchester,51.8892,0.9042,3.41,86,1,0.8,GB,1675743993
452,laguna,38.421,-121.4238,11.16,64,0,3.09,US,1675743993
453,ossora,59.2353,163.0719,-22.22,89,100,2.3,RU,1675743993
454,trelew,-43.249,-65.3051,21.14,57,74,2.24,AR,1675743994
455,chaozhou,23.6651,116.6379,19.92,63,19,0.91,CN,1675743994
456,margate,51.3813,1.3862,5.31,82,0,3.12,GB,1675743994
457,maragogi,-9.0122,-35.2225,25.28,72,74,3.29,BR,1675743995
458,carutapera,-1.195,-46.02,23.97,94,97,2.28,BR,1675743995
459,jakar,27.5492,90.7525,6.1,66,95,1.97,BT,1675743995
460,taupo,-38.6833,176.0833,21.69,53,11,5.06,NZ,1675743996
461,jalu,29.0331,21.5482,9.76,57,68,3.71,LY,1675743996
462,karratha,-20.7377,116.8463,35.21,39,7,5.3,AU,1675743997
463,havre-saint-pierre,50.2334,-63.5986,-14.0,77,0,3.6,CA,1675743997
464,limbazi,57.5129,24.7194,-4.98,97,98,0.69,LV,1675743997
465,lokosovo,61.1333,74.8167,-13.37,96,100,2.06,RU,1675743998
466,beruwala,6.4788,79.9828,26.39,80,100,0.31,LK,1675743998
467,salta,-24.7859,-65.4117,20.33,78,0,0.89,AR,1675743998
468,ribas do rio pardo,-20.4431,-53.7592,22.35,91,100,1.73,BR,1675743998
469,jiangkou,25.4872,119.1986,16.76,85,100,3.79,CN,1675743999
470,mizdah,31.4451,12.9801,5.49,79,75,4.06,LY,1675743999
471,asosa,10.0667,34.5333,18.09,32,4,2.67,ET,1675743999
472,katsuura,35.1333,140.3,14.06,54,61,3.17,JP,1675744000
473,kawalu,-7.3817,108.2082,28.93,66,85,0.95,ID,1675744000
474,marapanim,-0.7175,-47.6997,23.05,97,98,1.08,BR,1675744000
475,pedregulho,-20.2569,-47.4767,18.0,94,100,0.57,BR,1675743997
476,pak phanang,8.3511,100.202,31.13,70,12,4.27,TH,1675744001
477,tame,6.461,-71.73,25.46,51,98,2.42,CO,1675744001
478,humaita,-7.5061,-63.0208,22.5,98,100,0.88,BR,1675744002
479,binzhou,37.3667,118.0167,7.74,40,19,1.55,CN,1675744002
480,donskoy,53.9711,38.3363,-10.34,96,82,2.55,RU,1675744002
481,marrakesh,31.6315,-8.0083,9.04,81,75,1.54,MA,1675743815
482,amurzet,47.6967,131.0981,-10.53,79,73,2.83,RU,1675744003
483,port-cartier,50.0334,-66.8654,-14.18,90,7,2.88,CA,1675744003
484,nioki,-2.7167,17.6833,20.35,98,57,1.03,CD,1675744004
485,taltal,-25.4,-70.4833,21.22,82,9,1.01,CL,1675744004
486,kisangani,0.5167,25.2,21.74,79,90,1.42,CD,1675744004
487,niquero,20.0431,-77.5828,23.77,81,13,7.17,CU,1675744005
488,naron,43.5167,-8.1528,6.68,81,0,4.75,ES,1675744005
489,west monroe,32.5185,-92.1476,16.0,69,0,3.09,US,1675744006
490,nome,64.5011,-165.4064,-16.58,71,0,0.0,US,1675744007
491,oxapampa,-10.5775,-75.4017,14.88,97,95,0.9,PE,1675744007
492,ust-maya,60.4167,134.5333,-33.2,90,100,1.15,RU,1675744007
493,oranjemund,-28.55,16.4333,18.19,95,100,4.24,NA,1675743825
494,maun,-19.9833,23.4167,20.06,85,80,0.62,BW,1675744008
495,svetlogorsk,52.6333,29.7333,-5.74,98,93,1.77,BY,1675744008
496,gewane,10.1664,40.6453,21.89,29,85,2.31,ET,1675744009
497,bilibino,68.0546,166.4372,-37.65,100,98,0.56,RU,1675744009
498,centerville,39.6284,-84.1594,3.58,75,0,4.12,US,1675744009
499,chinhoyi,-17.3667,30.2,16.01,90,56,1.84,ZW,1675744010
500,srivardhan,18.0333,73.0167,25.1,41,75,2.44,IN,1675744010
501,makakilo city,21.3469,-158.0858,26.18,64,0,7.2,US,1675744010
502,maceio,-9.6658,-35.7353,22.69,94,20,2.06,BR,1675744011
503,trat,12.5,102.5,32.17,64,99,2.89,TH,1675744011
504,berezovyy,51.6667,135.7,-14.78,71,100,0.67,RU,1675744011
505,jackson,42.4165,-122.8345,3.93,78,0,0.0,US,1675744012
506,kars,40.602,43.095,-1.75,93,75,3.09,TR,1675744012
507,hanzhong,33.0728,107.0303,13.22,42,100,1.66,CN,1675744012
508,sayansk,54.1088,102.1648,-13.86,94,100,0.99,RU,1675744013
509,alofi,-19.0595,-169.9187,29.94,70,40,4.12,NU,1675744013
510,portoferraio,42.8115,10.3146,3.95,59,95,9.64,IT,1675744013
511,harihar,14.5167,75.8,24.97,45,100,1.08,IN,1675744014
512,torbat-e jam,35.244,60.6225,8.03,37,100,2.81,IR,1675744014
513,coffs harbour,-30.3,153.1333,26.98,61,24,5.66,AU,1675744014
514,aklavik,68.2191,-135.0107,-34.4,97,100,1.3,CA,1675744014
515,saijo,33.9167,133.1833,9.71,90,100,1.65,JP,1675744015
516,anantapur,14.6833,77.6,26.4,44,39,2.35,IN,1675743764
517,parrita,9.5201,-84.3225,24.58,72,0,1.68,CR,1675744015
518,nakasongola,1.3089,32.4564,18.57,69,43,1.56,UG,1675744016
519,yumen,40.2833,97.2,-0.24,41,37,7.06,CN,1675743992
520,bayir,37.2687,28.2167,1.29,76,8,5.33,TR,1675744016
521,miles city,46.4083,-105.8406,0.54,80,0,3.6,US,1675744016
522,dicabisagan,17.0818,122.4157,26.77,80,62,2.42,PH,1675744017
523,shimoda,34.6667,138.95,13.2,53,66,4.92,JP,1675744017
524,kuppam,12.75,78.3667,23.8,51,6,1.8,IN,1675744017
525,gayeri,12.6497,0.4931,24.22,17,78,3.75,BF,1675744018
526,tabas,33.5959,56.9244,11.47,38,4,2.71,IR,1675744018
527,sangar,63.9242,127.4739,-40.32,95,89,0.7,RU,1675744018
528,bom jardim,-7.7958,-35.5872,22.36,74,100,2.7,BR,1675744019
529,grahamstown,-33.3042,26.5328,18.31,83,100,2.6,ZA,1675744019
530,romuli,47.5333,24.4333,-9.29,79,84,1.52,RO,1675744019
531,lagoa,39.05,-27.9833,13.03,66,100,9.64,PT,1675743731
532,conde,-7.2597,-34.9075,22.7,94,40,1.54,BR,1675743818
533,mahajanga,-15.7167,46.3167,24.01,94,20,2.57,MG,1675744020
534,nong khai,17.9167,103.0833,33.49,40,1,1.7,TH,1675744020
535,fortuna foothills,32.6578,-114.4119,16.71,28,0,4.63,US,1675744020
536,nicoya,10.1483,-85.452,23.76,76,0,4.83,CR,1675743910
537,pimentel,-6.8367,-79.9342,24.16,69,40,3.6,PE,1675744021
538,waddan,29.1614,16.139,7.46,67,67,3.84,LY,1675744021
539,lanigan,51.8501,-105.0344,-2.06,91,55,3.47,CA,1675744022
540,tortoli,39.9256,9.6572,5.9,81,40,4.12,IT,1675744022
541,ambilobe,-13.2,49.05,23.62,89,83,0.86,MG,1675744023
542,nyrob,60.733,56.7202,-25.36,100,96,0.69,RU,1675744023
543,manzini,-26.25,31.5,19.03,95,6,1.83,SZ,1675744024
544,namangan,40.9983,71.6726,6.25,70,19,1.03,UZ,1675744024
545,mount isa,-20.7333,139.5,30.87,58,40,6.69,AU,1675743982
546,mangan,27.5167,88.5333,15.53,72,85,1.66,IN,1675744025
547,narsaq,60.9167,-46.05,-16.88,63,19,3.8,GL,1675744026
548,cepu,-7.1475,111.5906,28.89,73,100,4.28,ID,1675744026
549,lac-megantic,45.5834,-70.8823,-20.33,100,100,0.96,CA,1675744027
550,north bend,43.4065,-124.2243,6.62,99,0,3.09,US,1675744027
551,mudgee,-32.5943,149.5871,33.14,23,0,2.71,AU,1675744028
552,vostok,46.4856,135.8833,-11.57,77,100,3.93,RU,1675744008
553,itapaci,-14.9508,-49.5494,20.71,91,75,0.69,BR,1675744028
554,prokopyevsk,53.9059,86.719,-6.24,79,100,4.18,RU,1675744029
555,turbat,26.0023,63.044,21.86,14,45,2.02,PK,1675744030
556,yerbogachen,61.2767,108.0108,-25.83,97,89,0.77,RU,1675744030
557,talavera de la reina,39.9635,-4.8308,2.97,83,9,4.05,ES,1675744031
558,naila,50.3167,11.7,-7.09,88,9,1.54,DE,1675744031
559,abnub,27.2696,31.1511,6.12,54,100,2.93,EG,1675744032
560,road town,18.4167,-64.6167,24.05,74,1,8.72,VG,1675743999
561,batagay,67.6333,134.6333,-41.83,96,98,0.76,RU,1675744033
562,yulara,-25.2406,130.9889,35.08,13,0,3.78,AU,1675744033
563,merritt island,28.5392,-80.672,17.78,81,0,2.57,US,1675744033
564,rocha,-34.4833,-54.3333,19.37,97,6,0.66,UY,1675744034
565,kanniyakumari,8.0833,77.5667,26.7,56,95,5.12,IN,1675744034
566,thinadhoo,0.5333,72.9333,27.34,70,99,4.07,MV,1675744035
567,coihaique,-45.5752,-72.0662,12.34,66,0,1.54,CL,1675744036
568,chanderi,24.7167,78.1333,22.41,37,0,4.19,IN,1675744036
569,sheopur,25.6667,76.7,20.94,36,0,2.56,IN,1675744037
570,sibolga,1.7427,98.7792,26.83,73,95,1.09,ID,1675744038
571,kasungu,-13.0333,33.4833,17.54,98,100,2.02,MW,1675744038
572,port hueneme,34.1478,-119.1951,13.21,65,0,2.57,US,1675743956
573,jumla,29.2747,82.1838,8.39,29,2,1.22,NP,1675744039
574,revda,56.801,59.9303,-13.02,98,100,0.87,RU,1675744039
575,bocaiuva,-17.1078,-43.815,21.84,82,96,1.0,BR,1675743891
576,taikang,46.8333,124.4167,-9.19,64,1,3.11,CN,1675744040
577,cap malheureux,-19.9842,57.6142,28.04,75,12,3.58,MU,1675744040
